instance family sequentialixinduced3 sequentialixinducedrestarts6
all-meshes-CVIU11-pattern5-target358 13 NaN NaN
all-meshes-CVIU11-pattern5-target359 13 NaN NaN
all-meshes-CVIU11-pattern5-target36 13 NaN NaN
all-meshes-CVIU11-pattern5-target360 13 NaN NaN
all-meshes-CVIU11-pattern5-target361 13 NaN NaN
all-meshes-CVIU11-pattern5-target362 13 NaN NaN
all-meshes-CVIU11-pattern5-target363 13 NaN NaN
all-meshes-CVIU11-pattern5-target364 13 NaN NaN
all-meshes-CVIU11-pattern5-target365 13 NaN NaN
all-meshes-CVIU11-pattern5-target366 13 NaN NaN
all-meshes-CVIU11-pattern5-target367 13 NaN NaN
all-meshes-CVIU11-pattern5-target368 13 NaN NaN
all-meshes-CVIU11-pattern5-target369 13 NaN NaN
all-meshes-CVIU11-pattern5-target37 13 NaN NaN
all-meshes-CVIU11-pattern5-target370 13 NaN NaN
all-meshes-CVIU11-pattern5-target378 13 NaN NaN
all-meshes-CVIU11-pattern5-target379 13 NaN NaN
all-meshes-CVIU11-pattern5-target38 13 NaN NaN
all-meshes-CVIU11-pattern5-target380 13 NaN NaN
all-meshes-CVIU11-pattern5-target381 13 NaN NaN
all-meshes-CVIU11-pattern5-target382 13 NaN NaN
all-meshes-CVIU11-pattern5-target383 13 NaN NaN
all-meshes-CVIU11-pattern5-target384 13 NaN NaN
all-meshes-CVIU11-pattern5-target385 13 NaN NaN
all-meshes-CVIU11-pattern5-target386 13 NaN NaN
all-meshes-CVIU11-pattern5-target387 13 NaN NaN
all-meshes-CVIU11-pattern5-target388 13 NaN NaN
all-meshes-CVIU11-pattern5-target389 13 NaN NaN
all-meshes-CVIU11-pattern5-target39 13 NaN NaN
all-meshes-CVIU11-pattern5-target390 13 NaN NaN
all-meshes-CVIU11-pattern5-target391 13 NaN NaN
all-meshes-CVIU11-pattern5-target392 13 NaN NaN
all-meshes-CVIU11-pattern5-target393 13 NaN NaN
all-meshes-CVIU11-pattern5-target394 13 NaN NaN
all-meshes-CVIU11-pattern5-target395 13 NaN NaN
all-meshes-CVIU11-pattern5-target396 13 NaN NaN
all-meshes-CVIU11-pattern5-target397 13 NaN NaN
all-meshes-CVIU11-pattern5-target398 13 NaN NaN
all-meshes-CVIU11-pattern5-target399 13 NaN NaN
all-meshes-CVIU11-pattern5-target4 13 NaN NaN
all-meshes-CVIU11-pattern5-target40 13 NaN NaN
all-meshes-CVIU11-pattern5-target400 13 NaN NaN
all-meshes-CVIU11-pattern5-target401 13 NaN NaN
all-meshes-CVIU11-pattern5-target402 13 NaN NaN
all-meshes-CVIU11-pattern5-target403 13 NaN NaN
all-meshes-CVIU11-pattern5-target404 13 NaN NaN
all-meshes-CVIU11-pattern5-target405 13 NaN NaN
all-meshes-CVIU11-pattern5-target406 13 NaN NaN
all-meshes-CVIU11-pattern5-target407 13 NaN NaN
all-meshes-CVIU11-pattern5-target408 13 NaN NaN
all-meshes-CVIU11-pattern5-target409 13 NaN NaN
all-meshes-CVIU11-pattern5-target41 13 NaN NaN
all-meshes-CVIU11-pattern5-target410 13 NaN NaN
all-meshes-CVIU11-pattern5-target411 13 NaN NaN
all-meshes-CVIU11-pattern5-target412 13 NaN NaN
all-meshes-CVIU11-pattern5-target413 13 NaN NaN
all-meshes-CVIU11-pattern5-target414 13 NaN NaN
all-meshes-CVIU11-pattern5-target415 13 NaN NaN
all-meshes-CVIU11-pattern5-target416 13 NaN NaN
all-meshes-CVIU11-pattern5-target417 13 NaN NaN
all-meshes-CVIU11-pattern5-target418 13 NaN NaN
all-meshes-CVIU11-pattern5-target419 13 NaN NaN
all-meshes-CVIU11-pattern5-target42 13 NaN NaN
all-meshes-CVIU11-pattern5-target420 13 NaN NaN
all-meshes-CVIU11-pattern5-target421 13 NaN NaN
all-meshes-CVIU11-pattern5-target422 13 NaN NaN
all-meshes-CVIU11-pattern5-target423 13 NaN NaN
all-meshes-CVIU11-pattern5-target424 13 NaN NaN
all-meshes-CVIU11-pattern5-target425 13 NaN NaN
all-meshes-CVIU11-pattern5-target427 13 NaN NaN
all-meshes-CVIU11-pattern5-target428 13 NaN NaN
all-meshes-CVIU11-pattern5-target429 13 NaN NaN
all-meshes-CVIU11-pattern5-target43 13 NaN NaN
all-meshes-CVIU11-pattern5-target430 13 NaN NaN
all-meshes-CVIU11-pattern5-target431 13 NaN NaN
all-meshes-CVIU11-pattern5-target432 13 NaN NaN
all-meshes-CVIU11-pattern5-target433 13 NaN NaN
all-meshes-CVIU11-pattern5-target434 13 NaN NaN
all-meshes-CVIU11-pattern5-target435 13 NaN NaN
all-meshes-CVIU11-pattern5-target436 13 NaN NaN
all-meshes-CVIU11-pattern5-target437 13 NaN NaN
all-meshes-CVIU11-pattern5-target438 13 NaN NaN
all-meshes-CVIU11-pattern5-target439 13 NaN NaN
all-meshes-CVIU11-pattern5-target44 13 NaN NaN
all-meshes-CVIU11-pattern5-target440 13 NaN NaN
all-meshes-CVIU11-pattern5-target441 13 NaN NaN
all-meshes-CVIU11-pattern5-target442 13 NaN NaN
all-meshes-CVIU11-pattern5-target443 13 NaN NaN
all-meshes-CVIU11-pattern5-target444 13 NaN NaN
all-meshes-CVIU11-pattern5-target446 13 NaN NaN
all-meshes-CVIU11-pattern5-target447 13 NaN NaN
all-meshes-CVIU11-pattern5-target448 13 NaN NaN
all-meshes-CVIU11-pattern5-target449 13 NaN NaN
all-meshes-CVIU11-pattern5-target45 13 NaN NaN
all-meshes-CVIU11-pattern5-target450 13 NaN NaN
all-meshes-CVIU11-pattern5-target451 13 NaN NaN
all-meshes-CVIU11-pattern5-target452 13 NaN NaN
all-meshes-CVIU11-pattern5-target453 13 NaN NaN
all-meshes-CVIU11-pattern5-target454 13 NaN NaN
all-meshes-CVIU11-pattern5-target455 13 NaN NaN
all-meshes-CVIU11-pattern5-target456 13 NaN NaN
all-meshes-CVIU11-pattern5-target457 13 NaN NaN
all-meshes-CVIU11-pattern5-target458 13 NaN NaN
all-meshes-CVIU11-pattern5-target459 13 NaN NaN
all-meshes-CVIU11-pattern5-target46 13 NaN NaN
all-meshes-CVIU11-pattern5-target460 13 NaN NaN
all-meshes-CVIU11-pattern5-target461 13 NaN NaN
all-meshes-CVIU11-pattern5-target462 13 NaN NaN
all-meshes-CVIU11-pattern5-target463 13 NaN NaN
all-meshes-CVIU11-pattern5-target464 13 NaN NaN
all-meshes-CVIU11-pattern5-target465 13 NaN NaN
all-meshes-CVIU11-pattern5-target466 13 NaN NaN
all-meshes-CVIU11-pattern5-target467 13 NaN NaN
all-meshes-CVIU11-pattern5-target468 13 NaN NaN
all-meshes-CVIU11-pattern5-target469 13 NaN NaN
all-meshes-CVIU11-pattern5-target47 13 NaN NaN
all-meshes-CVIU11-pattern5-target470 13 NaN NaN
all-meshes-CVIU11-pattern5-target471 13 NaN NaN
all-meshes-CVIU11-pattern5-target472 13 NaN NaN
all-meshes-CVIU11-pattern5-target473 13 NaN NaN
all-meshes-CVIU11-pattern5-target474 13 NaN NaN
all-meshes-CVIU11-pattern5-target475 13 NaN NaN
all-meshes-CVIU11-pattern5-target476 13 NaN NaN
all-meshes-CVIU11-pattern5-target477 13 NaN NaN
all-meshes-CVIU11-pattern5-target478 13 NaN NaN
all-meshes-CVIU11-pattern5-target479 13 NaN NaN
all-meshes-CVIU11-pattern5-target48 13 NaN NaN
all-meshes-CVIU11-pattern5-target481 13 NaN NaN
all-meshes-CVIU11-pattern5-target482 13 NaN NaN
all-meshes-CVIU11-pattern5-target483 13 NaN NaN
all-meshes-CVIU11-pattern5-target484 13 NaN NaN
all-meshes-CVIU11-pattern5-target485 13 NaN NaN
all-meshes-CVIU11-pattern5-target486 13 NaN NaN
all-meshes-CVIU11-pattern5-target487 13 NaN NaN
all-meshes-CVIU11-pattern5-target488 13 NaN NaN
all-meshes-CVIU11-pattern5-target489 13 NaN NaN
all-meshes-CVIU11-pattern5-target49 13 NaN NaN
all-meshes-CVIU11-pattern5-target490 13 NaN NaN
all-meshes-CVIU11-pattern5-target491 13 NaN NaN
all-meshes-CVIU11-pattern5-target492 13 NaN NaN
all-meshes-CVIU11-pattern5-target493 13 NaN NaN
all-meshes-CVIU11-pattern5-target494 13 NaN NaN
all-meshes-CVIU11-pattern5-target495 13 NaN NaN
all-meshes-CVIU11-pattern5-target496 13 NaN NaN
all-meshes-CVIU11-pattern5-target497 13 NaN NaN
all-meshes-CVIU11-pattern5-target498 13 NaN NaN
all-meshes-CVIU11-pattern5-target499 13 NaN NaN
all-meshes-CVIU11-pattern5-target5 13 NaN NaN
all-meshes-CVIU11-pattern5-target50 13 NaN NaN
all-meshes-CVIU11-pattern5-target500 13 NaN NaN
all-meshes-CVIU11-pattern5-target501 13 NaN NaN
all-meshes-CVIU11-pattern5-target502 13 NaN NaN
all-meshes-CVIU11-pattern5-target503 13 NaN NaN
all-meshes-CVIU11-pattern5-target504 13 NaN NaN
all-meshes-CVIU11-pattern5-target505 13 NaN NaN
all-meshes-CVIU11-pattern5-target506 13 NaN NaN
all-meshes-CVIU11-pattern5-target507 13 NaN NaN
all-meshes-CVIU11-pattern5-target508 13 NaN NaN
all-meshes-CVIU11-pattern5-target509 13 NaN NaN
all-meshes-CVIU11-pattern5-target51 13 NaN NaN
all-meshes-CVIU11-pattern5-target510 13 NaN NaN
all-meshes-CVIU11-pattern5-target511 13 NaN NaN
all-meshes-CVIU11-pattern5-target512 13 NaN NaN
all-meshes-CVIU11-pattern5-target513 13 NaN NaN
all-meshes-CVIU11-pattern5-target514 13 NaN NaN
all-meshes-CVIU11-pattern5-target515 13 NaN NaN
all-meshes-CVIU11-pattern5-target517 13 NaN NaN
all-meshes-CVIU11-pattern5-target518 13 NaN NaN
all-meshes-CVIU11-pattern5-target519 13 NaN NaN
all-meshes-CVIU11-pattern5-target52 13 NaN NaN
all-meshes-CVIU11-pattern5-target520 13 NaN NaN
all-meshes-CVIU11-pattern5-target521 13 NaN NaN
all-meshes-CVIU11-pattern5-target522 13 NaN NaN
all-meshes-CVIU11-pattern5-target523 13 NaN NaN
all-meshes-CVIU11-pattern5-target524 13 NaN NaN
all-meshes-CVIU11-pattern5-target525 13 NaN NaN
all-meshes-CVIU11-pattern5-target526 13 NaN NaN
all-meshes-CVIU11-pattern5-target527 13 NaN NaN
all-meshes-CVIU11-pattern5-target528 13 NaN NaN
all-meshes-CVIU11-pattern5-target529 13 NaN NaN
all-meshes-CVIU11-pattern5-target53 13 NaN NaN
all-meshes-CVIU11-pattern5-target530 13 NaN NaN
all-meshes-CVIU11-pattern5-target54 13 NaN NaN
all-meshes-CVIU11-pattern5-target55 13 NaN NaN
all-meshes-CVIU11-pattern5-target56 13 NaN NaN
all-meshes-CVIU11-pattern5-target57 13 NaN NaN
all-meshes-CVIU11-pattern5-target58 13 NaN NaN
all-meshes-CVIU11-pattern5-target59 13 NaN NaN
all-meshes-CVIU11-pattern5-target6 13 NaN NaN
all-meshes-CVIU11-pattern5-target60 13 NaN NaN
all-meshes-CVIU11-pattern5-target61 13 NaN NaN
all-meshes-CVIU11-pattern5-target62 13 NaN NaN
all-meshes-CVIU11-pattern5-target63 13 NaN NaN
all-meshes-CVIU11-pattern5-target64 13 NaN NaN
all-meshes-CVIU11-pattern5-target65 13 NaN NaN
all-meshes-CVIU11-pattern5-target66 13 NaN NaN
all-meshes-CVIU11-pattern5-target67 13 NaN NaN
all-meshes-CVIU11-pattern5-target68 13 NaN NaN
all-meshes-CVIU11-pattern5-target69 13 NaN NaN
all-meshes-CVIU11-pattern5-target7 13 NaN NaN
all-meshes-CVIU11-pattern5-target70 13 NaN NaN
all-meshes-CVIU11-pattern5-target72 13 NaN NaN
all-meshes-CVIU11-pattern5-target73 13 NaN NaN
all-meshes-CVIU11-pattern5-target74 13 NaN NaN
all-meshes-CVIU11-pattern5-target76 13 NaN NaN
all-meshes-CVIU11-pattern5-target77 13 NaN NaN
all-meshes-CVIU11-pattern5-target78 13 NaN NaN
all-meshes-CVIU11-pattern5-target79 13 NaN NaN
all-meshes-CVIU11-pattern5-target8 13 NaN NaN
all-meshes-CVIU11-pattern5-target80 13 NaN NaN
all-meshes-CVIU11-pattern5-target81 13 NaN NaN
all-meshes-CVIU11-pattern5-target82 13 NaN NaN
all-meshes-CVIU11-pattern5-target83 13 NaN NaN
all-meshes-CVIU11-pattern5-target84 13 NaN NaN
all-meshes-CVIU11-pattern5-target85 13 NaN NaN
all-meshes-CVIU11-pattern5-target86 13 NaN NaN
all-meshes-CVIU11-pattern5-target87 13 NaN NaN
all-meshes-CVIU11-pattern5-target88 13 NaN NaN
all-meshes-CVIU11-pattern5-target89 13 NaN NaN
all-meshes-CVIU11-pattern5-target9 13 NaN NaN
all-meshes-CVIU11-pattern5-target90 13 NaN NaN
all-meshes-CVIU11-pattern5-target91 13 NaN NaN
all-meshes-CVIU11-pattern5-target92 13 NaN NaN
all-meshes-CVIU11-pattern5-target93 13 NaN NaN
all-meshes-CVIU11-pattern5-target94 13 NaN NaN
all-meshes-CVIU11-pattern5-target96 13 NaN NaN
all-meshes-CVIU11-pattern5-target97 13 NaN NaN
all-meshes-CVIU11-pattern5-target98 13 NaN NaN
all-meshes-CVIU11-pattern5-target99 13 NaN NaN
all-meshes-CVIU11-pattern6-target1 13 NaN NaN
all-meshes-CVIU11-pattern6-target10 13 NaN NaN
all-meshes-CVIU11-pattern6-target100 13 NaN NaN
all-meshes-CVIU11-pattern6-target102 13 NaN NaN
all-meshes-CVIU11-pattern6-target103 13 NaN NaN
all-meshes-CVIU11-pattern6-target104 13 NaN NaN
all-meshes-CVIU11-pattern6-target106 13 NaN NaN
all-meshes-CVIU11-pattern6-target107 13 NaN NaN
all-meshes-CVIU11-pattern6-target108 13 NaN NaN
all-meshes-CVIU11-pattern6-target109 13 NaN NaN
all-meshes-CVIU11-pattern6-target11 13 NaN NaN
all-meshes-CVIU11-pattern6-target110 13 NaN NaN
all-meshes-CVIU11-pattern6-target111 13 NaN NaN
all-meshes-CVIU11-pattern6-target112 13 NaN NaN
all-meshes-CVIU11-pattern6-target113 13 NaN NaN
all-meshes-CVIU11-pattern6-target114 13 NaN NaN
all-meshes-CVIU11-pattern6-target115 13 NaN NaN
all-meshes-CVIU11-pattern6-target116 13 NaN NaN
all-meshes-CVIU11-pattern6-target117 13 NaN NaN
all-meshes-CVIU11-pattern6-target118 13 NaN NaN
all-meshes-CVIU11-pattern6-target119 13 NaN NaN
all-meshes-CVIU11-pattern6-target12 13 NaN NaN
all-meshes-CVIU11-pattern6-target120 13 NaN NaN
all-meshes-CVIU11-pattern6-target121 13 NaN NaN
all-meshes-CVIU11-pattern6-target122 13 NaN NaN
all-meshes-CVIU11-pattern6-target123 13 NaN NaN
all-meshes-CVIU11-pattern6-target124 13 NaN NaN
all-meshes-CVIU11-pattern6-target125 13 NaN NaN
all-meshes-CVIU11-pattern6-target126 13 NaN NaN
all-meshes-CVIU11-pattern6-target127 13 NaN NaN
all-meshes-CVIU11-pattern6-target128 13 NaN NaN
all-meshes-CVIU11-pattern6-target129 13 NaN NaN
all-meshes-CVIU11-pattern6-target13 13 NaN NaN
all-meshes-CVIU11-pattern6-target130 13 NaN NaN
all-meshes-CVIU11-pattern6-target131 13 NaN NaN
all-meshes-CVIU11-pattern6-target132 13 NaN NaN
all-meshes-CVIU11-pattern6-target133 13 NaN NaN
all-meshes-CVIU11-pattern6-target134 13 NaN NaN
all-meshes-CVIU11-pattern6-target135 13 NaN NaN
all-meshes-CVIU11-pattern6-target136 13 NaN NaN
all-meshes-CVIU11-pattern6-target137 13 NaN NaN
all-meshes-CVIU11-pattern6-target138 13 NaN NaN
all-meshes-CVIU11-pattern6-target139 13 NaN NaN
all-meshes-CVIU11-pattern6-target14 13 NaN NaN
all-meshes-CVIU11-pattern6-target140 13 NaN NaN
all-meshes-CVIU11-pattern6-target141 13 NaN NaN
all-meshes-CVIU11-pattern6-target143 13 NaN NaN
all-meshes-CVIU11-pattern6-target144 13 NaN NaN
all-meshes-CVIU11-pattern6-target145 13 NaN NaN
all-meshes-CVIU11-pattern6-target146 13 NaN NaN
all-meshes-CVIU11-pattern6-target147 13 NaN NaN
all-meshes-CVIU11-pattern6-target148 13 NaN NaN
all-meshes-CVIU11-pattern6-target149 13 NaN NaN
all-meshes-CVIU11-pattern6-target15 13 NaN NaN
all-meshes-CVIU11-pattern6-target150 13 NaN NaN
all-meshes-CVIU11-pattern6-target151 13 NaN NaN
all-meshes-CVIU11-pattern6-target152 13 NaN NaN
all-meshes-CVIU11-pattern6-target153 13 NaN NaN
all-meshes-CVIU11-pattern6-target154 13 NaN NaN
all-meshes-CVIU11-pattern6-target155 13 NaN NaN
all-meshes-CVIU11-pattern6-target156 13 NaN NaN
all-meshes-CVIU11-pattern6-target157 13 NaN NaN
all-meshes-CVIU11-pattern6-target158 13 NaN NaN
all-meshes-CVIU11-pattern6-target159 13 NaN NaN
all-meshes-CVIU11-pattern6-target16 13 NaN NaN
all-meshes-CVIU11-pattern6-target160 13 NaN NaN
all-meshes-CVIU11-pattern6-target161 13 NaN NaN
all-meshes-CVIU11-pattern6-target162 13 NaN NaN
all-meshes-CVIU11-pattern6-target163 13 NaN NaN
all-meshes-CVIU11-pattern6-target164 13 NaN NaN
all-meshes-CVIU11-pattern6-target165 13 NaN NaN
all-meshes-CVIU11-pattern6-target166 13 NaN NaN
all-meshes-CVIU11-pattern6-target167 13 NaN NaN
all-meshes-CVIU11-pattern6-target168 13 NaN NaN
all-meshes-CVIU11-pattern6-target169 13 NaN NaN
all-meshes-CVIU11-pattern6-target17 13 NaN NaN
all-meshes-CVIU11-pattern6-target170 13 NaN NaN
all-meshes-CVIU11-pattern6-target171 13 NaN NaN
all-meshes-CVIU11-pattern6-target172 13 NaN NaN
all-meshes-CVIU11-pattern6-target173 13 NaN NaN
all-meshes-CVIU11-pattern6-target174 13 NaN NaN
all-meshes-CVIU11-pattern6-target175 13 NaN NaN
all-meshes-CVIU11-pattern6-target176 13 NaN NaN
all-meshes-CVIU11-pattern6-target177 13 NaN NaN
all-meshes-CVIU11-pattern6-target178 13 NaN NaN
all-meshes-CVIU11-pattern6-target179 13 NaN NaN
all-meshes-CVIU11-pattern6-target18 13 NaN NaN
all-meshes-CVIU11-pattern6-target180 13 NaN NaN
all-meshes-CVIU11-pattern6-target181 13 NaN NaN
all-meshes-CVIU11-pattern6-target182 13 NaN NaN
all-meshes-CVIU11-pattern6-target184 13 NaN NaN
all-meshes-CVIU11-pattern6-target185 13 NaN NaN
all-meshes-CVIU11-pattern6-target186 13 NaN NaN
all-meshes-CVIU11-pattern6-target187 13 NaN NaN
all-meshes-CVIU11-pattern6-target188 13 NaN NaN
all-meshes-CVIU11-pattern6-target189 13 NaN NaN
all-meshes-CVIU11-pattern6-target19 13 NaN NaN
all-meshes-CVIU11-pattern6-target190 13 NaN NaN
all-meshes-CVIU11-pattern6-target191 13 NaN NaN
all-meshes-CVIU11-pattern6-target192 13 NaN NaN
all-meshes-CVIU11-pattern6-target193 13 NaN NaN
all-meshes-CVIU11-pattern6-target194 13 NaN NaN
all-meshes-CVIU11-pattern6-target195 13 NaN NaN
all-meshes-CVIU11-pattern6-target196 13 NaN NaN
all-meshes-CVIU11-pattern6-target197 13 NaN NaN
all-meshes-CVIU11-pattern6-target198 13 NaN NaN
all-meshes-CVIU11-pattern6-target199 13 NaN NaN
all-meshes-CVIU11-pattern6-target2 13 NaN NaN
all-meshes-CVIU11-pattern6-target20 13 NaN NaN
all-meshes-CVIU11-pattern6-target200 13 NaN NaN
all-meshes-CVIU11-pattern6-target201 13 NaN NaN
all-meshes-CVIU11-pattern6-target202 13 NaN NaN
all-meshes-CVIU11-pattern6-target203 13 NaN NaN
all-meshes-CVIU11-pattern6-target204 13 NaN NaN
all-meshes-CVIU11-pattern6-target205 13 NaN NaN
all-meshes-CVIU11-pattern6-target206 13 NaN NaN
all-meshes-CVIU11-pattern6-target207 13 NaN NaN
all-meshes-CVIU11-pattern6-target208 13 NaN NaN
all-meshes-CVIU11-pattern6-target209 13 NaN NaN
all-meshes-CVIU11-pattern6-target21 13 NaN NaN
all-meshes-CVIU11-pattern6-target210 13 NaN NaN
all-meshes-CVIU11-pattern6-target211 13 NaN NaN
all-meshes-CVIU11-pattern6-target212 13 NaN NaN
all-meshes-CVIU11-pattern6-target213 13 NaN NaN
all-meshes-CVIU11-pattern6-target214 13 NaN NaN
all-meshes-CVIU11-pattern6-target215 13 NaN NaN
all-meshes-CVIU11-pattern6-target216 13 NaN NaN
all-meshes-CVIU11-pattern6-target217 13 NaN NaN
all-meshes-CVIU11-pattern6-target218 13 NaN NaN
all-meshes-CVIU11-pattern6-target219 13 NaN NaN
all-meshes-CVIU11-pattern6-target22 13 NaN NaN
all-meshes-CVIU11-pattern6-target220 13 NaN NaN
all-meshes-CVIU11-pattern6-target221 13 NaN NaN
all-meshes-CVIU11-pattern6-target222 13 NaN NaN
all-meshes-CVIU11-pattern6-target223 13 NaN NaN
all-meshes-CVIU11-pattern6-target224 13 NaN NaN
all-meshes-CVIU11-pattern6-target225 13 NaN NaN
all-meshes-CVIU11-pattern6-target226 13 NaN NaN
all-meshes-CVIU11-pattern6-target227 13 NaN NaN
all-meshes-CVIU11-pattern6-target228 13 NaN NaN
all-meshes-CVIU11-pattern6-target229 13 NaN NaN
all-meshes-CVIU11-pattern6-target23 13 NaN NaN
all-meshes-CVIU11-pattern6-target230 13 NaN NaN
all-meshes-CVIU11-pattern6-target231 13 NaN NaN
all-meshes-CVIU11-pattern6-target232 13 NaN NaN
all-meshes-CVIU11-pattern6-target233 13 NaN NaN
all-meshes-CVIU11-pattern6-target234 13 NaN NaN
all-meshes-CVIU11-pattern6-target235 13 NaN NaN
all-meshes-CVIU11-pattern6-target237 13 NaN NaN
all-meshes-CVIU11-pattern6-target238 13 NaN NaN
all-meshes-CVIU11-pattern6-target24 13 NaN NaN
all-meshes-CVIU11-pattern6-target240 13 NaN NaN
all-meshes-CVIU11-pattern6-target241 13 NaN NaN
all-meshes-CVIU11-pattern6-target242 13 NaN NaN
all-meshes-CVIU11-pattern6-target243 13 NaN NaN
all-meshes-CVIU11-pattern6-target244 13 NaN NaN
all-meshes-CVIU11-pattern6-target245 13 NaN NaN
all-meshes-CVIU11-pattern6-target246 13 NaN NaN
all-meshes-CVIU11-pattern6-target247 13 NaN NaN
all-meshes-CVIU11-pattern6-target248 13 NaN NaN
all-meshes-CVIU11-pattern6-target249 13 NaN NaN
all-meshes-CVIU11-pattern6-target25 13 NaN NaN
all-meshes-CVIU11-pattern6-target250 13 NaN NaN
all-meshes-CVIU11-pattern6-target251 13 NaN NaN
all-meshes-CVIU11-pattern6-target252 13 NaN NaN
all-meshes-CVIU11-pattern6-target253 13 NaN NaN
all-meshes-CVIU11-pattern6-target254 13 NaN NaN
all-meshes-CVIU11-pattern6-target255 13 NaN NaN
all-meshes-CVIU11-pattern6-target256 13 NaN NaN
all-meshes-CVIU11-pattern6-target257 13 NaN NaN
all-meshes-CVIU11-pattern6-target258 13 NaN NaN
all-meshes-CVIU11-pattern6-target26 13 NaN NaN
all-meshes-CVIU11-pattern6-target260 13 NaN NaN
all-meshes-CVIU11-pattern6-target261 13 NaN NaN
all-meshes-CVIU11-pattern6-target262 13 NaN NaN
all-meshes-CVIU11-pattern6-target263 13 NaN NaN
all-meshes-CVIU11-pattern6-target264 13 NaN NaN
all-meshes-CVIU11-pattern6-target265 13 NaN NaN
all-meshes-CVIU11-pattern6-target266 13 NaN NaN
all-meshes-CVIU11-pattern6-target267 13 NaN NaN
all-meshes-CVIU11-pattern6-target268 13 NaN NaN
all-meshes-CVIU11-pattern6-target269 13 NaN NaN
all-meshes-CVIU11-pattern6-target27 13 NaN NaN
all-meshes-CVIU11-pattern6-target270 13 NaN NaN
all-meshes-CVIU11-pattern6-target271 13 NaN NaN
all-meshes-CVIU11-pattern6-target272 13 NaN NaN
all-meshes-CVIU11-pattern6-target273 13 NaN NaN
all-meshes-CVIU11-pattern6-target275 13 NaN NaN
all-meshes-CVIU11-pattern6-target278 13 NaN NaN
all-meshes-CVIU11-pattern6-target279 13 NaN NaN
all-meshes-CVIU11-pattern6-target28 13 NaN NaN
all-meshes-CVIU11-pattern6-target280 13 NaN NaN
all-meshes-CVIU11-pattern6-target281 13 NaN NaN
all-meshes-CVIU11-pattern6-target282 13 NaN NaN
all-meshes-CVIU11-pattern6-target283 13 NaN NaN
all-meshes-CVIU11-pattern6-target284 13 NaN NaN
all-meshes-CVIU11-pattern6-target285 13 NaN NaN
all-meshes-CVIU11-pattern6-target286 13 NaN NaN
all-meshes-CVIU11-pattern6-target287 13 NaN NaN
all-meshes-CVIU11-pattern6-target288 13 NaN NaN
all-meshes-CVIU11-pattern6-target289 13 NaN NaN
all-meshes-CVIU11-pattern6-target29 13 NaN NaN
all-meshes-CVIU11-pattern6-target290 13 NaN NaN
all-meshes-CVIU11-pattern6-target291 13 NaN NaN
all-meshes-CVIU11-pattern6-target292 13 NaN NaN
all-meshes-CVIU11-pattern6-target293 13 NaN NaN
all-meshes-CVIU11-pattern6-target294 13 NaN NaN
all-meshes-CVIU11-pattern6-target295 13 NaN NaN
all-meshes-CVIU11-pattern6-target296 13 NaN NaN
all-meshes-CVIU11-pattern6-target297 13 NaN NaN
all-meshes-CVIU11-pattern6-target298 13 NaN NaN
all-meshes-CVIU11-pattern6-target299 13 NaN NaN
all-meshes-CVIU11-pattern6-target3 13 NaN NaN
all-meshes-CVIU11-pattern6-target30 13 NaN NaN
all-meshes-CVIU11-pattern6-target300 13 NaN NaN
all-meshes-CVIU11-pattern6-target303 13 NaN NaN
all-meshes-CVIU11-pattern6-target304 13 NaN NaN
all-meshes-CVIU11-pattern6-target305 13 NaN NaN
all-meshes-CVIU11-pattern6-target306 13 NaN NaN
all-meshes-CVIU11-pattern6-target307 13 NaN NaN
all-meshes-CVIU11-pattern6-target308 13 NaN NaN
all-meshes-CVIU11-pattern6-target309 13 NaN NaN
all-meshes-CVIU11-pattern6-target31 13 NaN NaN
all-meshes-CVIU11-pattern6-target310 13 NaN NaN
all-meshes-CVIU11-pattern6-target311 13 NaN NaN
all-meshes-CVIU11-pattern6-target312 13 NaN NaN
all-meshes-CVIU11-pattern6-target313 13 NaN NaN
all-meshes-CVIU11-pattern6-target314 13 NaN NaN
all-meshes-CVIU11-pattern6-target315 13 NaN NaN
all-meshes-CVIU11-pattern6-target316 13 NaN NaN
all-meshes-CVIU11-pattern6-target317 13 NaN NaN
all-meshes-CVIU11-pattern6-target318 13 NaN NaN
all-meshes-CVIU11-pattern6-target319 13 NaN NaN
all-meshes-CVIU11-pattern6-target32 13 NaN NaN
all-meshes-CVIU11-pattern6-target320 13 NaN NaN
all-meshes-CVIU11-pattern6-target321 13 NaN NaN
all-meshes-CVIU11-pattern6-target322 13 NaN NaN
all-meshes-CVIU11-pattern6-target323 13 NaN NaN
all-meshes-CVIU11-pattern6-target324 13 NaN NaN
all-meshes-CVIU11-pattern6-target325 13 NaN NaN
all-meshes-CVIU11-pattern6-target326 13 NaN NaN
all-meshes-CVIU11-pattern6-target327 13 NaN NaN
all-meshes-CVIU11-pattern6-target328 13 NaN NaN
all-meshes-CVIU11-pattern6-target329 13 NaN NaN
all-meshes-CVIU11-pattern6-target33 13 NaN NaN
all-meshes-CVIU11-pattern6-target330 13 NaN NaN
all-meshes-CVIU11-pattern6-target331 13 NaN NaN
all-meshes-CVIU11-pattern6-target332 13 NaN NaN
all-meshes-CVIU11-pattern6-target333 13 NaN NaN
all-meshes-CVIU11-pattern6-target334 13 NaN NaN
all-meshes-CVIU11-pattern6-target335 13 NaN NaN
all-meshes-CVIU11-pattern6-target336 13 NaN NaN
